id,title,vote_average,vote_count,release_date,revenue,runtime,adult,budget,popularity,poster_path,genres
423612,Never Look Away,7.789,624,2018-10-03,4831836,189,False,0,11.688,/fn0Tp9SG0IQ3Nx8iHPYPiseLMWd.jpg,"Drama, Romance"
11586,Exorcist II: The Heretic,4.514,623,1977-06-17,30749142,118,False,14000000,29.943,/g9i3LTMYLRHvCYSKimZEfd1Vqy7.jpg,"Drama, Horror, Thriller"
11548,*batteries not included,6.6,623,1987-12-18,65088797,106,False,25000000,16.931,/8NkpnpdLd8J6zCR8ZGTeGTur4uO.jpg,"Science Fiction, Comedy, Family, Fantasy"
1712,Giant,7.6,623,1956-11-08,32855818,201,False,5400000,17.285,/oQ1Arue52pFLSvvwfcNTy16hTCG.jpg,"Drama, Western"
18079,Nine Queens,7.758,623,2000-08-31,12413888,114,False,1300000,10.989,/tabMRXUTTBmprGax6ON2r9yBN0D.jpg,"Crime, Thriller"
489988,Three Identical Strangers,7.367,622,2018-06-29,1041955,97,False,0,9.433,/esPoJNMBsgWXahv8gILIl5K6sFk.jpg,Documentary
582883,Deerskin,6.438,622,2019-06-19,1686700,77,False,0,8.723,/r5O84lMJRMQStl8GGJzAgkkdqP0.jpg,"Comedy, Horror"
28942,The Brood,6.727,622,1979-05-25,5000000,92,False,1355000,13.184,/zSEt4QXRI4Gypd9xvzvucOmPNl5.jpg,"Horror, Science Fiction"
377263,Frantz,7.403,622,2016-09-07,7478354,113,False,0,8.935,/nYqtLg8wKNb4YU8qQo08XpLsonj.jpg,"History, Drama, Romance"
484437,The Hole in the Ground,5.601,621,2019-03-01,3373474,90,False,0,18.805,/7DMRJzH9AwpSN5D19cExAB9vDZW.jpg,Horror
830788,The Invitation,6.242,621,2022-08-24,33628000,105,False,10000000,29.604,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,"Horror, Thriller"
536743,Queen & Slim,7.135,621,2019-11-27,47803176,131,False,20000000,12.575,/qfIJOmsiBcum6EGosiy5gTF6ihk.jpg,"Drama, Romance, Crime"
244566,Life After Beth,5.46,621,2014-08-15,88273,90,False,2400000,17.375,/4ZQ8LoU9SwSxSrmc3aOtHmruk26.jpg,"Romance, Comedy, Horror"
577242,Kaamelott: The First Chapter,6.64,621,2021-07-21,19002036,120,False,17516235,9.859,/4mcovnajaLoy7dbv5arykJjDFFC.jpg,"Adventure, Fantasy, Comedy"
1534,Pathfinder,5.619,620,2007-01-11,30822861,99,False,45000000,16.191,/mME7efKNTU7jzXTgFkI1t0aQUiz.jpg,"Adventure, Action"
413594,Sword Art Online: The Movie – Ordinal Scale,7.8,619,2017-02-18,20725409,119,False,0,16.984,/2szdEK0Mr0RG0nWGFVTseNQHbnP.jpg,"Animation, Action, Adventure, Fantasy, Romance, Science Fiction"
9457,Deep Rising,6.177,618,1998-01-30,11203026,106,False,45000000,22.463,/fCRNZE9HVeMT7T7A5aU3DLxANCX.jpg,"Adventure, Action, Horror, Science Fiction"
9062,Love Story,6.75,618,1970-12-16,136400000,99,False,2200000,18.411,/yCjADq9fwbdPnxMo0DKNeRGZ4YC.jpg,"Romance, Drama"
11170,We Are Marshall,6.864,617,2006-12-12,43545364,124,False,65000000,13.194,/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg,"Drama, History"
1826,Russian Dolls,6.63,617,2005-06-15,23727301,129,False,13000000,12.171,/2UlNPX9E9LzXcWVZJpBEZWwu9EV.jpg,"Comedy, Drama, Romance"
13920,Radio,7.139,617,2003-10-24,53293628,109,False,35000000,15.319,/uQ6ci4iFHhB6TWB2f4wftR7AEly.jpg,Drama
31417,Eyes Without a Face,7.613,617,1960-01-11,58656,84,False,0,8.109,/8y7Z9Gvcq52uOlJlUWyn2epGGRd.jpg,"Drama, Horror, Thriller"
146375,On the Other Side of the Tracks,5.575,616,2012-12-15,25109572,96,False,0,14.255,/lJSNu2WJ5PGuEnyD8mfSVp5yY0H.jpg,"Comedy, Action, Crime"
123678,The Act of Killing,7.689,616,2012-11-01,722714,159,False,1000000,11.03,/wg9QERtcZTTcOu6La3nZCfJUMHG.jpg,Documentary
982,The Manchurian Candidate,7.549,615,1962-10-01,7700000,126,False,2200000,17.928,/h0mkK00GjBCJoBYm3yvPdkzlIyV.jpg,"Thriller, Drama"
271714,Love & Mercy,7.106,615,2015-05-29,28641776,120,False,10000000,17.56,/4jn0hDsl6lsv4qEc7aiLlgbaIjo.jpg,"Drama, Music, History"
17336,Fighting,5.865,615,2009-04-24,32474120,105,False,0,10.991,/xP1uogi5Gjnf6ybSN10lyDpqDlW.jpg,"Action, Crime, Romance"
10216,Species II,5.141,615,1998-04-10,19165560,93,False,35000000,24.822,/bTZOYPnbnTaeiiybtByzWkeb1Gl.jpg,"Science Fiction, Action, Horror"
25643,Love Happens,5.897,614,2009-09-18,36133014,109,False,18000000,12.719,/u6XPulat2zwbkLvistGCA9UPTXp.jpg,"Drama, Romance"
8780,Baby Mama,5.954,614,2008-04-25,64444713,99,False,30000000,8.574,/xZOwucsL5NInPyFcmqJzytHkaJR.jpg,Comedy
16007,Death Note,6.949,614,2006-06-17,29667169,126,False,20000000,17.425,/97nEMqXvr5STlFuhACmL8xSrH8f.jpg,"Fantasy, Mystery, Thriller"
203217,My Mom Is a Character,7.714,613,2013-06-21,20552094,85,False,2000000,6.064,/2kj8VJEcqcxPmbuIjh5wf6FjMBH.jpg,Comedy
10514,The Andromeda Strain,7.042,613,1971-03-12,12376563,131,False,6500000,12.571,/i3rTxQRJaBJoBcY8VMUOPT2E8Hp.jpg,"Science Fiction, Thriller"
48650,Room in Rome,6.435,613,2010-05-07,844281,109,False,0,71.892,/gx2ENSap1D4nbjcz7cLLAs4S3fy.jpg,"Drama, Romance"
21191,Sin Nombre,7.608,613,2009-03-20,5102705,96,False,0,15.593,/wncX4fshBUDvB2CaW3AYG7i3nUd.jpg,"Drama, Action, Thriller, Crime"
50725,Take Me Home Tonight,5.968,613,2011-03-04,6928068,97,False,19000000,12.211,/nInduPOusI1alDIC0UttFjDIKsO.jpg,"Comedy, Drama, Romance"
193612,The Quiet Ones,5.069,613,2014-04-01,17834867,98,False,200000,8.17,/kHiq6WpK0NWeec7zcTswyWRyUo.jpg,Horror
9777,Proof,6.292,612,2005-09-05,7535331,101,False,20000000,9.929,/6K6P5uEBQ3a5uncF9OJSZvLKT8y.jpg,"Drama, Mystery"
11884,The Last Starfighter,6.596,612,1984-07-13,28733290,101,False,15000000,15.361,/an1H0DPADLDlEsiUy8vE9AWqrhm.jpg,"Adventure, Science Fiction, Action"
554241,Playing with Fire,6.746,612,2019-11-08,69412425,96,False,29900000,15.929,/nBLPIpReSatt1zcgVzSVzq5e581.jpg,"Family, Comedy"
7873,Harsh Times,6.431,612,2005-09-11,5967038,116,False,2000000,10.12,/raBWBnGz2X6FQ3iUwPwYQE4FrkY.jpg,"Crime, Drama, Thriller, Action"
270774,Skiptrace,5.677,612,2016-07-21,58500000,107,False,32000000,18.138,/yepKO0bbXL2FSUoq93c7lkp0op1.jpg,"Action, Comedy, Thriller, Mystery"
14375,Romanzo Criminale,7.196,612,2005-09-30,4851244,152,False,818418,10.115,/jd06ZOSBpjfKEthqli5O2urO0nm.jpg,"Crime, Drama"
3179,Beavis and Butt-Head Do America,6.609,612,1996-12-15,63118386,80,False,12000000,18.602,/wEB1GPT7mQcTNuYT73s72ljjbMF.jpg,"Animation, Comedy"
44835,Hesher,6.84,612,2010-01-22,449702,106,False,7000000,13.837,/dD03azf3h1hUHVzVkkqJs96Kkay.jpg,Drama
9406,An American Werewolf in Paris,5.923,612,1997-05-29,26570463,98,False,22000000,11.691,/1NUOprbP7LLfKPArLJY7wziUiHT.jpg,"Horror, Comedy"
353979,Pet,5.819,611,2016-09-24,22003,94,False,0,10.856,/cO5debLXk54GhgXd92GVD0Hpinv.jpg,"Horror, Thriller"
13022,Rogue,6.397,611,2007-11-08,4609644,99,False,20000000,16.83,/x3pVvUeOgw0IPPyf0QoI8dUTcXq.jpg,"Action, Horror, Thriller"
9815,Goal! II: Living the Dream,5.968,611,2007-02-09,7864905,115,False,10000000,16.532,/vFRuhcZwG3T4WiEG0hnbBdMEYRm.jpg,Drama
11568,Blues Brothers 2000,5.31,610,1998-02-05,14051384,123,False,28000000,14.048,/nCoY8UK2x4DWpICipL40Hg4cDmO.jpg,"Music, Action, Comedy, Crime"
11827,Heavy Metal,6.49,610,1981-08-07,20100000,90,False,9300000,22.434,/atUtWrDlLzT1yeVK2EoYtvbS963.jpg,"Animation, Science Fiction, Adventure, Fantasy, Music"
97614,Deadfall,5.9,609,2012-11-08,1900000,95,False,12000000,18.549,/5ZM6uKhuEzWZD3xklmqKPuvq1Nj.jpg,"Crime, Drama, Thriller"
16991,Observe and Report,5.443,609,2009-04-10,24007324,87,False,0,13.861,/z2wcS9UbUfJIn6xAzs1ZdGCGCnQ.jpg,"Comedy, Crime, Drama"
5125,Rendition,6.435,609,2007-09-07,24748670,120,False,27500000,13.522,/d9GV6b2ta3jWmDEZDby9AcL6io3.jpg,"Drama, Thriller"
582873,Martin Eden,7.013,609,2019-09-04,1681545,129,False,3800000,7.892,/jTDZ5Q6CMDSQ967O3fNCcIneQyg.jpg,"Romance, Drama"
4588,"Lust, Caution",7.191,609,2007-09-27,67091915,158,False,15000000,24.599,/8tMKLDN3zOdwvUiy9OeqBGdbvEY.jpg,"Action, Drama, Romance, Thriller"
10677,Dirty Dancing: Havana Nights,6.4,609,2004-02-27,27685016,86,False,25000000,15.228,/fL0psQFnroOkBpj3RLqkWJrnO2X.jpg,"Drama, Romance"
56715,Just Visiting,4.7,609,2001-04-06,16176732,88,False,35000000,10.741,/7KqzbefXjADSUE8j2ZsrudvAArY.jpg,"Comedy, Fantasy, Science Fiction"
11495,Firestarter,6.292,609,1984-05-11,17080167,114,False,15000000,15.883,/2ux5lqNuibd8eOkwwUhzfzAJBqD.jpg,"Horror, Thriller, Science Fiction"
306745,Freeheld,7.289,609,2015-10-02,573335,103,False,7000000,8.571,/794PfYjTz3yxMRdTRmdFYt6w6ff.jpg,"Romance, Drama"
26963,The Secret of Kells,7.406,608,2009-02-09,1803412,75,False,8000000,16.544,/tmiufIvSssZ2cmYJbro99gZvn2H.jpg,"Animation, Family, Fantasy"
424277,Annette,6.765,608,2021-07-06,3642692,140,False,15500000,10.471,/4FTnypxpGltJdIARrfFsP31pGTp.jpg,"Drama, Romance"
497814,Breaking In,5.966,608,2018-05-05,49078000,88,False,6000000,13.163,/nuCxJwcQOEKYoiHTgcf4em8TxWv.jpg,"Thriller, Crime, Action"
245906,She's Funny That Way,5.939,608,2014-08-29,3118433,93,False,0,8.317,/2FiZVfwz27bvMROkud3dlFyE8uA.jpg,"Comedy, Romance"
9395,Above the Law,6.087,608,1988-04-08,18869631,99,False,7500000,19.184,/20bD11jTM2fbVGkDnkCpfriUW4y.jpg,"Action, Thriller"
443009,"Don't Worry, He Won't Get Far on Foot",6.732,608,2018-04-04,2066633,115,False,0,9.188,/rKsiN37qMt8jad5GikZzSeevyI9.jpg,"Comedy, Drama"
6575,Walk Hard: The Dewey Cox Story,6.561,608,2007-12-21,18317151,96,False,35000000,14.81,/Aa1IQ4Cuin3d7qIahvPheMmR4E5.jpg,"Comedy, Music, Drama"
1792,Stuck on You,5.315,607,2003-12-10,65784503,119,False,55000000,10.195,/gUbNzcIdKCoqp9amNFpFQfpBzrB.jpg,Comedy
25846,Baaria,7.245,607,2009-09-02,16017513,160,False,30000000,13.58,/n7YkB7IpXrKG6qMTppZgXGn5ORs.jpg,"Drama, Comedy, Romance"
10766,Damien: Omen II,6.428,607,1978-06-09,26518355,107,False,6800000,18.538,/ocsi8SlODWkVX6O4E8Ncfgnretw.jpg,"Horror, Thriller"
467632,Bad Samaritan,6.727,607,2018-04-19,3435047,111,False,0,19.584,/nOeRjOEvx63NPohJPJMXCkQaz4X.jpg,"Thriller, Crime, Horror"
29458,One Hundred Steps,7.8,606,2000-09-01,1805884,114,False,0,11.778,/dpQpjLslfQlpDv7eCVRDPQAKgqs.jpg,"Drama, History"
575776,Saint Maud,6.601,606,2019-12-27,1640866,85,False,0,14.67,/ArNYeeDFLVye7JpqLElYdbE6fOa.jpg,"Drama, Horror, Mystery"
12919,Can't Buy Me Love,6.97,605,1987-08-14,31623833,94,False,1800000,14.658,/uHCkUHe63HUkWPmUmJ0kPmOQchJ.jpg,"Drama, Comedy, Romance"
606234,Archive,6.2,605,2020-08-13,243279,109,False,0,14.567,/eDnHgozW8vfOaLHzfpHluf1GZCW.jpg,"Science Fiction, Drama, Fantasy, Thriller"
58232,Chalet Girl,6.381,605,2011-02-02,5468650,96,False,8000000,12.313,/kGLMKnPL1Aw4SndOXMGrlIMOoa6.jpg,"Comedy, Romance"
9638,Phantasm,6.598,605,1979-03-28,11988469,89,False,300000,15.645,/sbksBJ2fuoeOth72u0aFgFGm0MR.jpg,"Horror, Science Fiction"
512263,Honey Boy,7.099,605,2019-09-28,3400977,94,False,3500000,11.294,/3BZ2rBn31kWER45ZMj7OTe9keMm.jpg,Drama
73499,The Double,5.758,604,2011-10-27,4729855,98,False,17000000,13.32,/t4W10sjJSDAWRUDn2Kb8DQKxiZv.jpg,"Action, Drama, Crime"
867,Sliver,5.446,603,1993-05-21,116300000,108,False,40000000,24.606,/2B3kSc4hKYWHsC8NgZhTLNIGmOR.jpg,"Drama, Thriller"
536437,Hypnotic,6.5,603,2023-05-11,9464308,94,False,70000000,149.609,/m0mYmlN9AewOGSOl7Q1ZgZvEeUU.jpg,"Mystery, Thriller, Science Fiction"
177945,"Like Father, Like Son",7.654,603,2013-09-28,19978961,120,False,0,19.39,/fzSDVHdDL6Oqv7NWAUikoRxSHmp.jpg,Drama
6003,Romeo and Juliet,7.354,602,1968-04-02,38901218,138,False,0,16.115,/vaBQKLbSWkXGTOlsz9ARdJP4lvg.jpg,"Drama, Romance"
84188,Compliance,6.4,601,2012-08-23,592116,90,False,270000,16.696,/bLdu28fr9txYlHLmEOyGplDT3nH.jpg,"Drama, Thriller"
862965,Emily the Criminal,6.804,601,2022-08-12,2157673,97,False,2000000,30.735,/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg,"Crime, Drama, Thriller"
44249,The Legend Is Born: Ip Man,6.804,601,2010-06-24,2708867,100,False,0,2.991,/ekJxJ037GWBrqIR8FX7Kh7daaR9.jpg,"Drama, Action, History"
232,Rumble Fish,6.976,600,1983-10-09,2494480,94,False,10000000,15.191,/vwMfVhBwAcRT7K0xjFrNoNf9YRb.jpg,"Crime, Drama"
62837,Dolphin Tale,6.9,600,2011-09-22,95404397,113,False,37000000,15.889,/92P8cAORDMW4Z8qxYpKz3iFdnYk.jpg,"Drama, Family"
9978,Stormbreaker,5.21,600,2006-07-21,23937870,93,False,40000000,15.827,/l0vSLU0tsYuQsvMxsC52rJsd583.jpg,"Adventure, Action, Family"
433502,The Aftermath,6.5,600,2019-03-01,9215591,108,False,0,18.239,/slGZ8miznmAZAaDHEz6BKo7f1N5.jpg,"War, Drama, Romance"
437109,The Villainess,6.842,600,2017-06-08,8737458,129,False,125000,15.623,/5igv2DsGx1JbmwJnq2uKucJpLOS.jpg,"Action, Drama, Crime, Thriller, Adventure"
10093,The Return,6.129,599,2006-11-10,11992014,85,False,15000000,11.748,/ywBeNqMJKBowfwrv274blsVXCB5.jpg,"Horror, Drama, Thriller"
17335,Obsessed,5.747,599,2009-02-26,73830340,108,False,20000000,17.768,/x98L6eO7MsvNmXFy8TNza9UdsFI.jpg,"Drama, Thriller"
8088,Broken Embraces,7.16,599,2009-03-18,30991660,127,False,18000000,12.655,/uPTOKnc9bzPp1emH3TyuKOGIylQ.jpg,"Drama, Romance, Thriller"
267,Live Flesh,7.08,599,1997-10-10,1535558,103,False,0,18.598,/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg,"Romance, Drama, Thriller"
704,A Hard Day's Night,7.403,599,1964-07-07,2360561,88,False,560000,15.222,/6Ulsccp2VkaVU5qbya3bxm9JG4x.jpg,"Music, Comedy"
11314,Koyaanisqatsi,7.904,599,1983-08-24,1723872,86,False,0,11.757,/6zCNciRcob8lwuydVXgq0esla8L.jpg,Documentary
11592,Serial Mom,6.744,598,1994-04-13,7820688,94,False,13000000,20.89,/lWLLBMvMDafBXH5CRkahOtCORc8.jpg,"Comedy, Crime"
10577,Dracula 2000,5.2,598,2000-12-22,47053625,99,False,28000000,19.528,/jnAfl6GSZbBMigL98RJGbOSk4V1.jpg,"Thriller, Horror, Action, Fantasy"
11472,Nine Months,5.716,597,1995-07-12,138510230,103,False,0,12.996,/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg,"Romance, Comedy"
93828,Welcome to the Punch,5.871,597,2013-03-15,3926386,99,False,8500000,13.966,/6mCyfp7nk1sTZNtvLSVGrO0sPeH.jpg,"Action, Adventure, Crime"
308084,Tangerine,6.925,597,2015-07-10,924793,87,False,100000,8.847,/EKLR5c61XQzBTeMokFrmS3kdt8.jpg,"Comedy, Drama"
526019,Like a Boss,6.309,597,2020-01-09,26925979,83,False,29000000,10.745,/yce0CZPWd0GGudksRJi8p4gDj1M.jpg,Comedy
10860,Steel Magnolias,7.2,596,1989-11-15,95904091,119,False,15000000,17.518,/7ExUSN9s9gX9bhVM17zDLEizano.jpg,"Comedy, Drama, Romance"
470114,24 Hours to Live,5.95,596,2017-10-26,5805201,94,False,0,13.933,/w0MXP33x1bq48TDC7IaNqQ8nxcc.jpg,"Action, Science Fiction, Thriller, Mystery"
25188,The Last Picture Show,7.629,596,1971-10-03,29133000,119,False,1300000,15.747,/7NYePZc0lZrRomtmQsjOJMePTEb.jpg,Drama
10995,The Lover,7.017,596,1992-01-22,5013090,115,False,0,24.648,/zARAlov5WMxCef4JBD7f0H3RR1f.jpg,"Drama, Romance"
10083,No Way Out,6.901,596,1987-08-14,35509515,114,False,15000000,13.326,/93CzsBvRhg035yvQosRtSsTL19v.jpg,Thriller
9749,Fletch,6.701,596,1985-05-31,59612888,98,False,8000000,16.16,/zYYWgIIY1YPuABQgGw6mOdQsQ4g.jpg,"Comedy, Crime, Mystery"
8841,The Class,6.968,596,2008-09-24,28814580,128,False,0,9.82,/8EM2HAg6AOaspyRaUJw8JHi0ugA.jpg,Drama
9557,Boat Trip,5.261,595,2002-10-01,8586376,94,False,20000000,13.127,/xHFJt9nEfVIUItBfKZr7qhbgveL.jpg,Comedy
418437,Unforgettable,5.875,595,2017-03-06,17768012,100,False,12000000,13.786,/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg,"Drama, Thriller"
13688,CJ7,7.247,594,2008-01-30,47301471,86,False,0,25.262,/sRzSfpSb3wYYshbaiMRIuFCJJGU.jpg,"Comedy, Drama, Family, Fantasy, Science Fiction"
14367,Adventures in Babysitting,6.862,594,1987-07-01,34368475,102,False,7000000,35.85,/8QiAj0Xw2UMeZMIIfZKeNoIsszs.jpg,Comedy
13567,Sleepaway Camp,6.3,594,1983-11-18,11000000,85,False,350000,24.184,/fz9HeN5DzZgDVPZrpmeGORrZPR1.jpg,Horror
402298,Denial,6.843,594,2016-09-30,4073489,109,False,10000000,11.752,/cJLbcWqV6sKwPpX5uT4xaklTgQz.jpg,"Drama, History"
70954,The Hunter,6.62,594,2011-10-06,176669,102,False,0,11.98,/KgFYNh3GE36FrXjo9udZbnV1z6.jpg,"Drama, Thriller, Adventure"
10762,Without a Paddle,5.541,593,2004-08-20,69631118,95,False,19000000,16.045,/xKzeJSBOMfPLtE5fzviroW4qIPo.jpg,"Comedy, Action, Adventure, Thriller"
19833,In the Loop,7.062,593,2009-01-22,6149791,106,False,0,9.827,/jL6txnziFSeEifQkqnPBtaPaiXU.jpg,Comedy
13018,Deception,5.928,593,2008-04-24,18024545,107,False,25000000,15.569,/lfkdTvfmaqlGiHymJl6EAdIaN1J.jpg,"Thriller, Mystery"
11092,Presumed Innocent,6.773,593,1990-07-27,221303188,127,False,22000000,22.689,/jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,"Mystery, Crime, Thriller"
496450,"Miraculous: Ladybug & Cat Noir, The Movie",7.8,593,2023-07-05,36010829,107,False,86000000,212.626,/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg,"Animation, Music, Family, Action, Romance, Fantasy, Comedy"
10375,D-Tox,5.568,592,2002-01-04,6632383,96,False,55000000,16.281,/AdLg3zOxCcyWQYKSK86q20dibq.jpg,"Action, Thriller, Horror"
10654,Hair,7.283,592,1979-03-15,15313606,121,False,11000000,12.018,/z0ctToyPWCB2RgIkMpD6RhRKAeH.jpg,"Music, Drama, Comedy"
49953,A Turtle's Tale: Sammy's Adventures,5.992,592,2010-08-03,71594792,88,False,0,20.672,/n2lKNUSAgeZDDPcWHGUnRU89YkF.jpg,"Animation, Family"
44251,Dragon Ball Z: Broly – Second Coming,6.697,591,1994-03-12,24200000,48,False,0,54.021,/wb2iJasdjB3EOhScAGe1yPzpRsv.jpg,"Animation, Action, Science Fiction"
11520,Grumpy Old Men,6.625,591,1993-12-25,70200000,103,False,35100000,14.379,/iMY7yFn4gMvGaQYMGWnyX2QgvHZ.jpg,Comedy
11448,Mighty Aphrodite,6.727,591,1995-09-13,6700000,95,False,15000000,14.266,/ice135yQZp4iX2SgCmd90nKgS5j.jpg,"Comedy, Romance"
58428,The Innkeepers,5.402,591,2011-08-18,78396,101,False,750000,11.35,/pQMNTV9kzmqymqqDGBfEQSK9yCt.jpg,"Horror, Thriller"
10622,Mr. Nice Guy,6.512,591,1997-01-31,18814720,101,False,12716953,17.703,/wAAt2gvbkbeefzjd06GPfkdfUho.jpg,"Crime, Action, Comedy"
12309,Bachelor Party,6.296,590,1984-06-29,38435947,105,False,6000000,21.011,/cbCyhkp6n2QRudYqbWimQTjdxLl.jpg,Comedy
363126,Berlin Syndrome,6.007,590,2017-04-20,397783,116,False,0,22.06,/qvJeDDYKlfvtYayfOj5sAUXxUju.jpg,"Mystery, Thriller, Drama, Horror"
2056,The Station Agent,7.382,589,2003-12-05,8679814,88,False,500000,10.466,/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,"Drama, Comedy"
10406,Encino Man,5.769,589,1992-05-22,40693477,88,False,7000000,17.253,/xRR9CLZOEKxAt4CNcFe7R7A4ptj.jpg,Comedy
436931,Pokémon the Movie: I Choose You!,7.035,589,2017-07-15,37552144,98,False,0,30.242,/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg,"Family, Animation, Adventure, Fantasy"
25364,Ace in the Hole,7.862,589,1951-06-29,1300000,111,False,1821052,15.312,/gPVPzHEsJBX02HtBtIQgYnfeqNQ.jpg,Drama
86835,Knight of Cups,5.638,589,2015-02-08,566006,118,False,0,16.957,/xejFBC19Nc7Xi1MiIvcf84ZCy2g.jpg,"Romance, Drama"
651571,Breach,4.262,589,2020-12-17,39328,92,False,0,19.169,/13B6onhL6FzSN2KaNeQeMML05pS.jpg,"Science Fiction, Action, Horror, Adventure"
369300,The Limehouse Golem,6.222,589,2016-10-18,2225698,109,False,0,13.518,/u9NnEq4Be7hhwSvkNf6dOAD8ppi.jpg,"Horror, Mystery, Thriller"
4597,Armored,5.677,589,2009-12-04,22942221,88,False,20000000,12.207,/oQrAXGkBy84FyGpWrY71ptqs7zD.jpg,"Action, Crime, Drama, Thriller, Mystery"
228968,Kidnapping Mr. Heineken,6.0,588,2015-03-12,2633527,95,False,0,12.256,/6JAb9jQa4sONkutfqfR3I7LFpGd.jpg,"Drama, Action, Crime, Thriller, Mystery"
12088,Fortress,6.06,588,1992-09-30,6739141,95,False,8000000,12.996,/whMDDlgY0AmjMdLuaUDg8XsShWi.jpg,"Action, Thriller, Science Fiction"
136835,No Good Deed,5.949,588,2014-09-10,53830415,84,False,13200000,26.473,/wcDLqCS70LsPcovieuQrb311Qr1.jpg,"Crime, Thriller"
7300,One Fine Day,6.407,587,1996-12-20,97529550,108,False,0,13.433,/ubEExGaBdbfZEMGLV7kWdqSY68j.jpg,"Romance, Comedy"
236737,Spanish Affair,6.687,587,2014-03-14,78768613,98,False,3000000,9.375,/rWlxpWG89fXs5QiOnDxgCZPSvFp.jpg,"Comedy, Romance"
244772,The Skeleton Twins,6.644,587,2014-06-05,5284309,90,False,1000000,10.167,/lDygTdg1KlrVJVzqsFL515uGzSe.jpg,Drama
38541,The Divide,5.866,586,2012-01-13,156362,112,False,3000000,16.978,/hnwX5cUuzBDM0OWJB2UtnjkrHDm.jpg,"Horror, Science Fiction, Thriller"
11908,Hatchet,5.784,586,2006-04-27,155873,84,False,1500000,13.827,/xRWRUZchxjttsNkGVZD2zGpihbJ.jpg,"Comedy, Horror"
6552,Idle Hands,6.131,586,1999-04-30,4152230,92,False,25000000,15.917,/mCO4gU1lkViGXTkoRBEYrvjDIJu.jpg,"Comedy, Horror, Fantasy"
11133,Poltergeist II: The Other Side,6.003,585,1986-05-23,40996665,91,False,19000000,14.493,/n85IZOC8R27TK5T5YaiwCtpvjv7.jpg,"Horror, Thriller"
16780,The Return of the Texas Chainsaw Massacre,4.588,585,1995-03-12,185898,93,False,600000,20.106,/e1ikqofvLBddrZJ73IjmJWhUYus.jpg,"Horror, Comedy"
7863,Shine,7.351,585,1996-08-15,35892330,105,False,5500000,8.917,/z6WM18EoqfkSnaOYPCttNEMp0aC.jpg,Drama
548066,Level 16,6.787,585,2018-02-20,15575,102,False,0,17.575,/kILAL9kJdW3f6wk9Ai0tavgi6mp.jpg,"Science Fiction, Thriller"
9900,Grandma's Boy,6.529,585,2006-01-06,6538177,94,False,5000000,20.665,/fSRdHBtisU0zhks4OjKezI3jnt7.jpg,Comedy
13122,The People Under the Stairs,6.568,584,1991-11-01,31347154,102,False,6000000,17.585,/8OWDBVmGdM7HwaDtbDsdn6Rlzqj.jpg,"Horror, Comedy"
14181,Boiler Room,6.758,584,2000-02-18,28780255,118,False,7000000,17.614,/uYbkko9u3RUbrFO7oDCScxdOlvQ.jpg,"Crime, Drama, Thriller"
18329,Happy Together,7.608,584,1997-05-30,5000000,96,False,125000,15.546,/kO4KjUkQOfWSBw06Bdl7m6AlEP7.jpg,"Drama, Romance"
68924,The Ice Storm,6.849,584,1997-02-05,8038061,112,False,18000000,16.734,/3a6uLta7K8Dzojps4RoJAPHD0km.jpg,Drama
9445,Apt Pupil,6.53,584,1998-10-23,8863193,107,False,14000000,11.712,/uTQMZLsbpoEYCjnJX8G3CmjCZDg.jpg,"Drama, Thriller"
14534,Rudy,7.381,584,1993-09-17,22750363,114,False,12000000,17.902,/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,"Drama, History"
16353,Ong Bak 2,6.4,583,2008-12-04,8936663,98,False,8500000,25.641,/sGyB8kVPQsofyQV1T0jE2d6k4q4.jpg,"Adventure, Action, Thriller"
382598,Full Speed,6.004,583,2016-11-11,7268779,91,False,0,12.936,/hrExpoA2E2bCrSZ6VPWHHdzY2y.jpg,"Family, Comedy, Action"
39691,Cats & Dogs: The Revenge of Kitty Galore,5.188,582,2010-07-29,112483764,82,False,85000000,19.852,/nTsZT66I4U3aS9ezLdOKacfvo8T.jpg,"Family, Adventure, Comedy, Fantasy, Action, Animation"
2155,Reindeer Games,5.637,582,2000-02-25,32168970,124,False,42000000,15.843,/mj9OYd0bL6iGcrk53G6981OCICG.jpg,"Thriller, Action, Crime"
13291,Traitor,6.6,582,2008-08-23,23530831,114,False,22000000,14.286,/va4Uo7L2b4d96JTdRMclO9L2hY0.jpg,"Drama, Action, Thriller, Crime"
267806,V/H/S: Viral,4.8,581,2014-10-23,2756,81,False,0,11.679,/vgq9eyUMDWDugp5ZvS5UuvTCQKN.jpg,"Horror, Thriller"
146227,Getaway,5.044,580,2013-08-29,10501938,90,False,18000000,11.451,/z4sEWm1ykf9WX5WJU4XMD4oI5sI.jpg,"Action, Crime"
